IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
85ccc6fe4a94039b24c79fd23a96915691dc46cd	PF00151:IPR013818-PF15409:IPR041680-PF01237:IPR000648-PF01237:IPR000648	1	A0A9P0I3S4	2236	PF00151{Lipase}:IPR013818{Lipase}[82-309],PF15409{PH_8}:IPR041680{PH_8}[364-443],PF01237{Oxysterol_BP}:IPR000648{Oxysterol-bd}[1855-1958],PF01237{Oxysterol_BP}:IPR000648{Oxysterol-bd}[1956-2030]
86732896fdb37c8f714b9adcf03c82bb28edc6f4	PF00151:IPR013818-PF01607:IPR002557-PF01607:IPR002557	1	A0A8J2RNQ3	1008	PF00151{Lipase}:IPR013818{Lipase}[46-290],PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[390-433],PF01607{CBM_14}:IPR002557{Chitin-bd_dom}[745-788]
88031d670e3ae122748619ff27c370c12bdbca26	PF00651:IPR000210-PF07707:IPR011705-PF24681-PF01344:IPR006652-PF01073:IPR002225-PF00151:IPR013818	1	A0AAD9DYG5	1474	PF00651{BTB}:IPR000210{BTB/POZ_dom}[93-199],PF07707{BACK}:IPR011705{BACK}[207-307],PF24681{Kelch_KLHDC2_KLHL20_DRC7}[369-570],PF01344{Kelch_1}:IPR006652{Kelch_1}[607-647],PF01073{3Beta_HSD}:IPR002225{3Beta_OHSteriod_DH/Estase}[711-986],PF00151{Lipase}:IPR013818{Lipase}[1159-1357]
888146bb752b2b51ffc4fe439c5cbfd279b9ffea	PF00151:IPR013818-PF07686:IPR013106	1	A0AA88KZX6	317	PF00151{Lipase}:IPR013818{Lipase}[17-194],PF07686{V-set}:IPR013106{Ig_V-set}[208-296]
88937961c048857c4550e4b68b0a2e6bb721d101	PF10350:IPR019442-PF00151:IPR013818	1	A0A8K0CE98	1002	PF10350{DUF2428}:IPR019442{THADA/TRM732_DUF2428}[7-139],PF00151{Lipase}:IPR013818{Lipase}[715-998]
88eff0674300d79579acecbd596914c2fde696d1	PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024-PF05916:IPR021151	1	A0AAE0VFB0	542	PF00151{Lipase}:IPR013818{Lipase}[20-72],PF00151{Lipase}:IPR013818{Lipase}[107-229],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[234-335],PF05916{Sld5}:IPR021151{GINS_A}[380-474]
8924ad6121eaceb26381b53a84561e6877645e60	PF07648:IPR002350-PF00050:IPR002350-PF07648:IPR002350-PF07648:IPR002350-PF00050:IPR002350-PF00151:IPR013818	1	A0A8W8MEL9	600	PF07648{Kazal_2}:IPR002350{Kazal_dom}[40-79],PF00050{Kazal_1}:IPR002350{Kazal_dom}[84-111],PF07648{Kazal_2}:IPR002350{Kazal_dom}[126-167],PF07648{Kazal_2}:IPR002350{Kazal_dom}[170-209],PF00050{Kazal_1}:IPR002350{Kazal_dom}[213-249],PF00151{Lipase}:IPR013818{Lipase}[283-563]
893981a6141f38981d5092ca765ad54bd5829e51	PF00151:IPR013818-PF00583:IPR000182	1	E2AF33	594	PF00151{Lipase}:IPR013818{Lipase}[52-385],PF00583{Acetyltransf_1}:IPR000182{GNAT_dom}[473-528]
89bebc8b86b7b3a2d944758d0a3426c95152f13c	PF00151:IPR013818-PF13517:IPR013517	1	A0A6N0LSS4	701	PF00151{Lipase}:IPR013818{Lipase}[103-271],PF13517{FG-GAP_3}:IPR013517{FG-GAP}[571-632]
8d470c340fab022d07f9666ab2cbe6f89918341e	PF00856:IPR001214-PF00151:IPR013818	1	A0A7R9LUH5	498	PF00856{SET}:IPR001214{SET_dom}[29-66],PF00151{Lipase}:IPR013818{Lipase}[111-379]
8e3412fce81213b6671d505793fda7a4051d9332	PF13385-PF00754:IPR000421-PF07691:IPR011658-PF07691:IPR011658-PF03160:IPR003644-PF13385-PF13385-PF00151:IPR013818-PF03160:IPR003644-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00497:IPR001638-PF00353:IPR001343-PF00353:IPR001343	1	A0A5C0E059	6037	PF13385{Laminin_G_3}[518-663],PF00754{F5_F8_type_C}:IPR000421{FA58C}[710-834],PF07691{PA14}:IPR011658{PA14_dom}[960-1100],PF07691{PA14}:IPR011658{PA14_dom}[1123-1254],PF03160{Calx-beta}:IPR003644{Calx_beta}[1371-1445],PF13385{Laminin_G_3}[1890-2044],PF13385{Laminin_G_3}[2607-2757],PF00151{Lipase}:IPR013818{Lipase}[4041-4240],PF03160{Calx-beta}:IPR003644{Calx_beta}[4919-4998],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[5040-5075],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[5095-5129],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[5131-5164],PF00497{SBP_bac_3}:IPR001638{Solute-binding_3/MltF_N}[5514-5798],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[5880-5909],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[5915-5945]
8e4bba0d9e3e9f3135bb68233f5825641f327695	PF13424-PF00151:IPR013818-PF01477:IPR001024	1	A0A8X7XL92	804	PF13424{TPR_12}[261-329],PF00151{Lipase}:IPR013818{Lipase}[342-652],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[657-772]
8fa309e57be7893398c7405256073737221be902	PF00179:IPR000608-PF00151:IPR013818	1	A0AAV7XWL8	497	PF00179{UQ_con}:IPR000608{UBQ-conjugat_E2}[7-142],PF00151{Lipase}:IPR013818{Lipase}[156-401]
8fa598b55f00d19622583fc78cc549b7ccd2954f	PF00151:IPR013818-PF10613:IPR019594-PF00060:IPR001320	1	A0A226EV01	789	PF00151{Lipase}:IPR013818{Lipase}[50-304],PF10613{Lig_chan-Glu_bd}:IPR019594{Glu/Gly-bd}[363-467],PF00060{Lig_chan}:IPR001320{Iontro_rcpt_C}[486-685]
912167756190b853c57605aa61507144ca6e1669	PF01667:IPR000592-PF00151:IPR013818-PF01477:IPR001024	1	A0A8J7NRU5	483	PF01667{Ribosomal_S27e}:IPR000592{Ribosomal_eS27}[21-69],PF00151{Lipase}:IPR013818{Lipase}[76-382],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[387-482]
9251273f8729c0380e48f9f4013f330f016a6aa1	PF00151:IPR013818-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343	1	A0A2L2N6Y5	1007	PF00151{Lipase}:IPR013818{Lipase}[22-170],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[363-398],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[399-434],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[502-537],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[538-573],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[670-703],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[877-910]
92bc401497e265c627c8f532f7ae606bfae56441	PF00151:IPR013818-PF03160:IPR003644-PF03160:IPR003644-PF03160:IPR003644-PF23034:IPR055463-PF03160:IPR003644-PF07483:IPR011121-PF07483:IPR011121-PF07483:IPR011121-PF07483:IPR011121-PF00353:IPR001343	1	A0A5C0DT78	2819	PF00151{Lipase}:IPR013818{Lipase}[1221-1352],PF03160{Calx-beta}:IPR003644{Calx_beta}[1599-1698],PF03160{Calx-beta}:IPR003644{Calx_beta}[1735-1834],PF03160{Calx-beta}:IPR003644{Calx_beta}[1851-1951],PF23034{DUF7035}:IPR055463{DUF7035}[1956-2073],PF03160{Calx-beta}:IPR003644{Calx_beta}[2098-2201],PF07483{W_rich_C}:IPR011121{Trp-rich_dom}[2213-2318],PF07483{W_rich_C}:IPR011121{Trp-rich_dom}[2330-2435],PF07483{W_rich_C}:IPR011121{Trp-rich_dom}[2447-2551],PF07483{W_rich_C}:IPR011121{Trp-rich_dom}[2561-2666],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[2674-2707]
940b2603eafe33e42c0dc5cdba1797858c8f74a7	PF05773:IPR006575-PF00151:IPR013818	1	A0A817SFI2	428	PF05773{RWD}:IPR006575{RWD_dom}[1-58],PF00151{Lipase}:IPR013818{Lipase}[226-402]
966a715b13691c2d4580a69cf43f5a002a0a4f49	PF00151:IPR013818-PF24576-PF00060:IPR001320	1	A0A2A3EBB2	721	PF00151{Lipase}:IPR013818{Lipase}[12-203],PF24576{IR75A_N}[213-369],PF00060{Lig_chan}:IPR001320{Iontro_rcpt_C}[489-593]
97e9d18f080f44d3dd4e2658109b11d39d1ed53b	PF05485:IPR006612-PF00151:IPR013818	1	A0A8J9UTG0	501	PF05485{THAP}:IPR006612{THAP_Znf}[4-82],PF00151{Lipase}:IPR013818{Lipase}[255-483]
9844f593cf7e79d82e5093b9c2a5f3c2d7c698e9	PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024	1	A0A8J6GRU4	1548	PF00151{Lipase}:IPR013818{Lipase}[227-440],PF00151{Lipase}:IPR013818{Lipase}[441-521],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[526-623],PF00151{Lipase}:IPR013818{Lipase}[640-974],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[979-1065],PF00151{Lipase}:IPR013818{Lipase}[1093-1428],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1433-1535]
9912a0e56384c33acf048b51370888d835be5768	PF00005:IPR003439-PF01061:IPR013525-PF00151:IPR013818-PF00151:IPR013818	1	A0A922L7Z7	2210	PF00005{ABC_tran}:IPR003439{ABC_transporter-like_ATP-bd}[549-695],PF01061{ABC2_membrane}:IPR013525{ABC2_TM}[844-1061],PF00151{Lipase}:IPR013818{Lipase}[1127-1477],PF00151{Lipase}:IPR013818{Lipase}[1723-2072]
99d4655ee6924891abf47ee25dbaa53631beffa8	PF00151:IPR013818-PF00098:IPR001878	1	J9HFP7	418	PF00151{Lipase}:IPR013818{Lipase}[60-336],PF00098{zf-CCHC}:IPR001878{Znf_CCHC}[386-402]
9a8fc1bd435ffd767cde3efe241df0837ead1972	PF13306:IPR026906-PF13306:IPR026906-PF00151:IPR013818	1	A0A6H5IQW6	1314	PF13306{LRR_5}:IPR026906{LRR_5}[78-166],PF13306{LRR_5}:IPR026906{LRR_5}[228-301],PF00151{Lipase}:IPR013818{Lipase}[1214-1282]
9b2c3a4c776760eff5acf230e303d201d5d01240	PF07776:IPR012934-PF00151:IPR013818	1	A0A5E4MTZ5	274	PF07776{zf-AD}:IPR012934{Znf_AD}[6-73],PF00151{Lipase}:IPR013818{Lipase}[145-232]
9ed45d7766351af1e4e79822fb415856448473d5	PF00151:IPR013818-PF00067:IPR001128	1	A0A151XJ17	610	PF00151{Lipase}:IPR013818{Lipase}[9-174],PF00067{p450}:IPR001128{Cyt_P450}[178-583]
a5940d9e803e14f75e89b3190ee08e0ece9d21f4	PF00151:IPR013818-PF00102:IPR000242	1	A0A7R9AAQ9	1827	PF00151{Lipase}:IPR013818{Lipase}[137-387],PF00102{Y_phosphatase}:IPR000242{PTP_cat}[637-876]
a5dd15cc1c2686c80e3c22d4b38c2a0a2e35b664	PF12937:IPR001810-PF00151:IPR013818	1	A0A9J6BG90	674	PF12937{F-box-like}:IPR001810{F-box_dom}[2-40],PF00151{Lipase}:IPR013818{Lipase}[388-554]
aa61e2a4ca7b28f0d6944675885b29006c61b61f	PF00151:IPR013818-PF00151:IPR013818-PF13516:IPR001611-PF13516:IPR001611-PF13516:IPR001611-PF13516:IPR001611	1	A0A556VWW4	570	PF00151{Lipase}:IPR013818{Lipase}[1-58],PF00151{Lipase}:IPR013818{Lipase}[122-198],PF13516{LRR_6}:IPR001611{Leu-rich_rpt}[327-347],PF13516{LRR_6}:IPR001611{Leu-rich_rpt}[386-402],PF13516{LRR_6}:IPR001611{Leu-rich_rpt}[421-442],PF13516{LRR_6}:IPR001611{Leu-rich_rpt}[483-500]
ab1e8fabe0965891eb02504a6963984386ea5abe	PF00151:IPR013818-PF00151:IPR013818-PF01223:IPR001604-PF00092:IPR002035	1	A0A226E3K7	1138	PF00151{Lipase}:IPR013818{Lipase}[39-117],PF00151{Lipase}:IPR013818{Lipase}[145-246],PF01223{Endonuclease_NS}:IPR001604{Endo_G_ENPP1-like_dom}[359-487],PF00092{VWA}:IPR002035{VWF_A}[744-910]
ab88175c55254c6526121a8cd2eeef385adaba96	PF07517:IPR011115-PF00151:IPR013818	1	A0A226DD35	3765	PF07517{SecA_DEAD}:IPR011115{SecA_DEAD}[1767-1966],PF00151{Lipase}:IPR013818{Lipase}[3515-3713]
abf39993d8bffac7699892d38cb1f52bf4a6587a	PF01347:IPR001747-PF09172:IPR015255-PF06448:IPR009454-PF00094:IPR001846-PF00151:IPR013818	1	T1J6R0	3811	PF01347{Vitellogenin_N}:IPR001747{Vitellogenin_N}[10-546],PF09172{Vit_open_b-sht}:IPR015255{Vitellinogen_open_b-sht}[578-846],PF06448{DUF1081}:IPR009454{Lipid_transpt_open_b-sht}[874-989],PF00094{VWD}:IPR001846{VWF_type-D}[2898-3027],PF00151{Lipase}:IPR013818{Lipase}[3446-3738]
acf850b8782743f4322a009b06345e0882b58816	PF00151:IPR013818-PF00151:IPR013818-PF00078:IPR000477	1	A0AAV4F629	538	PF00151{Lipase}:IPR013818{Lipase}[27-121],PF00151{Lipase}:IPR013818{Lipase}[163-386],PF00078{RVT_1}:IPR000477{RT_dom}[416-537]
b03a86dfd157ba800d4c3b651dd6aaefabb44a53	PF00151:IPR013818-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343	1	A0A848HFD7	18553	PF00151{Lipase}:IPR013818{Lipase}[364-540],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15368-15391],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15431-15463],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15487-15521],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15543-15578],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15602-15634],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15659-15693],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15717-15750],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15773-15807],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15832-15864],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15887-15921],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[15944-15978],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16001-16035],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16059-16092],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16115-16149],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16172-16206],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16229-16263],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16288-16320],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16343-16377],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16400-16434],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16457-16491],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16516-16548],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16571-16605],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16629-16662],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16685-16719],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16741-16776],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16812-16843],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16861-16895],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16918-16952],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[16975-17009],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17034-17066],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17152-17180],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17246-17269],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17271-17299],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17395-17411],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17519-17536],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17570-17585],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17790-17804],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[17976-17993],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18036-18061],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18104-18122],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18253-18278],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18308-18327],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18365-18384],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[18407-18437]
b0a71ebfae12e2c5f454fe40fdc31f0097a8e6d3	PF00151:IPR013818-PF00096:IPR013087-PF00096:IPR013087-PF00096:IPR013087	1	B4QPK3	402	PF00151{Lipase}:IPR013818{Lipase}[43-261],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[321-339],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[345-369],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[375-397]
b0b7a5e4196516945831bd4602045927aff294bb	PF06658:IPR009548-PF00151:IPR013818-PF00490:IPR001731	1	A0A7R9BRJ1	771	PF06658{DUF1168}:IPR009548{Prkrip1}[55-187],PF00151{Lipase}:IPR013818{Lipase}[197-406],PF00490{ALAD}:IPR001731{ALAD}[427-749]
b0ff2e9abe31009d0f218ec2b3e18bcb38bb1f5c	PF00151:IPR013818-PF00046:IPR001356	1	A0A336LRM9	754	PF00151{Lipase}:IPR013818{Lipase}[85-339],PF00046{Homeodomain}:IPR001356{HD}[625-681]
b1196697ba26d488d94d7649cdb128d4fef9dc17	PF07705:IPR011635-PF00151:IPR013818	1	A0A517Y4H6	438	PF07705{CARDB}:IPR011635{CARDB}[37-145],PF00151{Lipase}:IPR013818{Lipase}[181-295]
b152c2e54a93f951493e1643c27d819c75417250	PF00151:IPR013818-PF01477:IPR001024-PF15902:IPR031778-PF15901:IPR031777	1	A7SB80	1176	PF00151{Lipase}:IPR013818{Lipase}[46-278],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[293-387],PF15902{Sortilin-Vps10}:IPR031778{Sortilin_N}[507-959],PF15901{Sortilin_C}:IPR031777{Sortilin_C}[962-1120]
b15c59f03170edf06fb9a30c844d5cd21796c68c	PF05427:IPR008614-PF00151:IPR013818	1	A0A226ETU8	747	PF05427{FIBP}:IPR008614{FIBP}[4-338],PF00151{Lipase}:IPR013818{Lipase}[418-704]
b1ccf6b7243945c0fc054abdf7c6fa7caa55c41e	PF00233:IPR002073-PF00151:IPR013818-PF01477:IPR001024	1	A0A444V0N3	655	PF00233{PDEase_I}:IPR002073{PDEase_catalytic_dom}[3-104],PF00151{Lipase}:IPR013818{Lipase}[175-475],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[480-605]
b583b2b716c7823972d774060c6ba20cf16bed25	PF02037:IPR003034-PF00076:IPR000504-PF00151:IPR013818-PF01477:IPR001024	1	A0A2U9C5Z3	1313	PF02037{SAP}:IPR003034{SAP_dom}[19-54],PF00076{RRM_1}:IPR000504{RRM_dom}[376-445],PF00151{Lipase}:IPR013818{Lipase}[849-1158],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1163-1265]
b67f520e8673e02b14b68d8693efb6644d55bec9	PF07177:IPR006573-PF00531:IPR000488-PF13676:IPR000157-PF00151:IPR013818	1	A0A9Q0RQI8	1770	PF07177{Neuralized}:IPR006573{NHR_dom}[180-327],PF00531{Death}:IPR000488{Death_dom}[1137-1207],PF13676{TIR_2}:IPR000157{TIR_dom}[1217-1327],PF00151{Lipase}:IPR013818{Lipase}[1465-1768]
b8e43a5883887f0cbc6b47ca8b078a8b0bcb599d	PF08385:IPR013594-PF08393:IPR013602-PF12774:IPR035699-PF17852:IPR041466-PF12775-PF17857:IPR041589-PF12780:IPR024317-PF12777:IPR024743-PF12781:IPR035706-PF03028:IPR004273-PF18198:IPR041658-PF18199:IPR041228-PF00151:IPR013818-PF00151:IPR013818	1	A0A6H5GGD6	4458	PF08385{DHC_N1}:IPR013594{Dynein_heavy_tail}[34-330],PF08393{DHC_N2}:IPR013602{Dynein_heavy_linker}[682-1086],PF12774{AAA_6}:IPR035699{AAA_6}[1221-1547],PF17852{Dynein_AAA_lid}:IPR041466{Dynein_AAA5_ext}[1706-1828],PF12775{AAA_7}[1834-2011],PF17857{AAA_lid_1}:IPR041589{DNAH3_AAA_lid_1}[2047-2139],PF12780{AAA_8}:IPR024317{Dynein_heavy_chain_D4_dom}[2189-2448],PF12777{MT}:IPR024743{Dynein_HC_stalk}[2461-2716],PF12781{AAA_9}:IPR035706{AAA_9}[2745-2962],PF03028{Dynein_heavy}:IPR004273{Dynein_heavy_D6_P-loop}[3204-3323],PF18198{AAA_lid_11}:IPR041658{AAA_lid_11}[3355-3491],PF18199{Dynein_C}:IPR041228{Dynein_C}[3498-3785],PF00151{Lipase}:IPR013818{Lipase}[3785-3859],PF00151{Lipase}:IPR013818{Lipase}[3900-3941]
b93fa870faa552829c18df142b9bd015086c66f8	PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00090:IPR000884-PF00151:IPR013818-PF01477:IPR001024	1	A0A2T7NR41	1833	PF00090{TSP_1}:IPR000884{TSP1_rpt}[189-240],PF00090{TSP_1}:IPR000884{TSP1_rpt}[245-296],PF00090{TSP_1}:IPR000884{TSP1_rpt}[412-462],PF00090{TSP_1}:IPR000884{TSP1_rpt}[470-517],PF00090{TSP_1}:IPR000884{TSP1_rpt}[524-572],PF00090{TSP_1}:IPR000884{TSP1_rpt}[580-627],PF00090{TSP_1}:IPR000884{TSP1_rpt}[635-682],PF00090{TSP_1}:IPR000884{TSP1_rpt}[689-737],PF00090{TSP_1}:IPR000884{TSP1_rpt}[744-792],PF00090{TSP_1}:IPR000884{TSP1_rpt}[800-847],PF00090{TSP_1}:IPR000884{TSP1_rpt}[854-902],PF00090{TSP_1}:IPR000884{TSP1_rpt}[910-957],PF00090{TSP_1}:IPR000884{TSP1_rpt}[965-1012],PF00090{TSP_1}:IPR000884{TSP1_rpt}[1020-1069],PF00151{Lipase}:IPR013818{Lipase}[1368-1701],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1722-1818]
bba97ec007810e0cbd90700d4d669d80499fc49c	PF02985:IPR000357-PF02985:IPR000357-PF22646:IPR054573-PF00151:IPR013818	1	A0A084VCS8	943	PF02985{HEAT}:IPR000357{HEAT}[173-200],PF02985{HEAT}:IPR000357{HEAT}[249-277],PF22646{PPP2R1A-like_HEAT}:IPR054573{PP2A/SF3B1-like_HEAT}[282-362],PF00151{Lipase}:IPR013818{Lipase}[664-933]
bbd0a5c49e1ecced212cf4a69ad9773ad0b5381f	PF00595:IPR001478-PF00620:IPR000198-PF00151:IPR013818-PF00583:IPR000182	1	A0A3L8DE98	1810	PF00595{PDZ}:IPR001478{PDZ}[117-184],PF00620{RhoGAP}:IPR000198{RhoGAP_dom}[929-1077],PF00151{Lipase}:IPR013818{Lipase}[1118-1435],PF00583{Acetyltransf_1}:IPR000182{GNAT_dom}[1690-1755]
be3238940f357a5a4a9e6c72cb2506634275072b	PF02199:IPR003119-PF05184:IPR007856-PF03489:IPR008138-PF05184:IPR007856-PF03489:IPR008138-PF05184:IPR007856-PF03489:IPR008138-PF05184:IPR007856-PF03489:IPR008138-PF05184:IPR007856-PF03489:IPR008138-PF03489:IPR008138-PF02199:IPR003119-PF02199:IPR003119-PF00151:IPR013818-PF00151:IPR013818	1	A0A9P0BB45	1333	PF02199{SapA}:IPR003119{SAP_A}[35-65],PF05184{SapB_1}:IPR007856{SapB_1}[77-112],PF03489{SapB_2}:IPR008138{SapB_2}[119-152],PF05184{SapB_1}:IPR007856{SapB_1}[280-314],PF03489{SapB_2}:IPR008138{SapB_2}[320-353],PF05184{SapB_1}:IPR007856{SapB_1}[426-462],PF03489{SapB_2}:IPR008138{SapB_2}[468-500],PF05184{SapB_1}:IPR007856{SapB_1}[520-557],PF03489{SapB_2}:IPR008138{SapB_2}[563-595],PF05184{SapB_1}:IPR007856{SapB_1}[646-683],PF03489{SapB_2}:IPR008138{SapB_2}[688-721],PF03489{SapB_2}:IPR008138{SapB_2}[777-810],PF02199{SapA}:IPR003119{SAP_A}[818-849],PF02199{SapA}:IPR003119{SAP_A}[866-886],PF00151{Lipase}:IPR013818{Lipase}[873-1086],PF00151{Lipase}:IPR013818{Lipase}[1105-1300]
be5d95b7a6ae91b02312303dc76033531cb974c8	PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818	1	A0A6B0RNC4	1267	PF00151{Lipase}:IPR013818{Lipase}[55-388],PF00151{Lipase}:IPR013818{Lipase}[525-860],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[865-961],PF00151{Lipase}:IPR013818{Lipase}[1099-1256]
be78f2841c6a6d5db27092d24108787bb7acd322	PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024	1	A0A7J5XCP5	946	PF00151{Lipase}:IPR013818{Lipase}[65-163],PF00151{Lipase}:IPR013818{Lipase}[179-339],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[344-421],PF00151{Lipase}:IPR013818{Lipase}[534-680],PF00151{Lipase}:IPR013818{Lipase}[682-796],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[801-922]
beae3bddb678a09979adef5bb824b930da8ca6e5	PF00082:IPR000209-PF05257:IPR007921-PF00151:IPR013818	1	A0A351LFD6	1790	PF00082{Peptidase_S8}:IPR000209{Peptidase_S8/S53_dom}[4-79],PF05257{CHAP}:IPR007921{CHAP_dom}[1211-1312],PF00151{Lipase}:IPR013818{Lipase}[1573-1651]
