,GO_ID,GO_Term,Depth,Propagated_Enrichment,Original_Enrichment,P_Value,Child_Count
3353,GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",8,0.0,1.0,1.0,1
3354,GO:0016059,negative regulation of opsin-mediated signaling pathway,8,0.0,1.0,1.0,1
3355,GO:0016068,type I hypersensitivity,8,0.0,1.0,1.0,2
3356,GO:0016075,rRNA catabolic process,8,0.0,1.0,1.0,2
3357,GO:0016076,snRNA catabolic process,8,0.0,1.0,1.0,1
3358,GO:0016077,sno(s)RNA catabolic process,8,0.0,1.0,1.0,1
3359,GO:0016078,tRNA decay,8,0.0,1.0,1.0,1
3360,GO:0016079,synaptic vesicle exocytosis,8,0.0,1.0,1.0,2
3361,GO:0016099,monoterpenoid biosynthetic process,8,0.0,1.0,1.0,4
3362,GO:0016100,monoterpenoid catabolic process,8,0.0,1.0,1.0,3
3363,GO:0016102,diterpenoid biosynthetic process,8,0.0,1.0,1.0,12
3364,GO:0016103,diterpenoid catabolic process,8,0.0,1.0,1.0,5
3365,GO:0016104,triterpenoid biosynthetic process,8,0.0,1.0,1.0,4
3366,GO:0016105,triterpenoid catabolic process,8,0.0,1.0,1.0,4
3367,GO:0016106,sesquiterpenoid biosynthetic process,8,0.0,1.0,1.0,11
3368,GO:0016107,sesquiterpenoid catabolic process,8,0.0,1.0,1.0,5
3369,GO:0016109,tetraterpenoid biosynthetic process,8,0.0,1.0,1.0,1
3370,GO:0016110,tetraterpenoid catabolic process,8,0.0,1.0,1.0,1
3371,GO:0016116,carotenoid metabolic process,8,0.0,1.0,1.0,8
3372,GO:0016120,carotene biosynthetic process,8,0.0,1.0,1.0,6
3373,GO:0016121,carotene catabolic process,8,0.0,1.0,1.0,6
3374,GO:0016180,snRNA processing,8,0.0,1.0,1.0,3
3375,GO:0016239,positive regulation of macroautophagy,8,0.0,1.0,1.0,7
3376,GO:0016242,negative regulation of macroautophagy,8,0.0,1.0,1.0,6
3377,GO:0016266,O-glycan processing,8,0.0,1.0,1.0,3
3378,GO:0016444,somatic cell DNA recombination,8,0.0,1.0,1.0,2
3379,GO:0016486,peptide hormone processing,8,0.0,1.0,1.0,9
3380,GO:0016487,farnesol metabolic process,8,0.0,1.0,1.0,2
3381,GO:0016525,negative regulation of angiogenesis,8,0.0,1.0,1.0,3
3382,GO:0016553,base conversion or substitution editing,8,0.0,1.0,1.0,3
3383,GO:0016556,mRNA modification,8,0.0,1.0,1.0,3
3384,GO:0017002,activin receptor activity,8,0.0,1.0,1.0,2
3385,GO:0017121,plasma membrane phospholipid scrambling,8,0.0,1.0,1.0,4
3386,GO:0017156,calcium-ion regulated exocytosis,8,0.0,1.0,1.0,6
3387,GO:0017185,peptidyl-lysine hydroxylation,8,0.0,1.0,1.0,1
3388,GO:0018006,N-terminal protein amino acid glucuronylation,8,0.0,1.0,1.0,1
3389,GO:0018021,peptidyl-histidine methylation,8,0.0,1.0,1.0,1
3390,GO:0018022,peptidyl-lysine methylation,8,0.0,1.0,1.0,3
3391,GO:0018105,peptidyl-serine phosphorylation,8,0.0,1.0,1.0,2
3392,GO:0018107,peptidyl-threonine phosphorylation,8,0.0,1.0,1.0,2
3393,GO:0018108,peptidyl-tyrosine phosphorylation,8,0.0,1.0,1.0,3
3394,GO:0018119,peptidyl-cysteine S-nitrosylation,8,0.0,1.0,1.0,1
3395,GO:0018216,peptidyl-arginine methylation,8,0.0,1.0,1.0,1
3396,GO:0018217,peptidyl-aspartic acid phosphorylation,8,0.0,1.0,1.0,1
3397,GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine,8,0.0,1.0,1.0,1
3398,GO:0018243,protein O-linked glycosylation via threonine,8,0.0,1.0,1.0,1
3399,GO:0018317,protein C-linked glycosylation via tryptophan,8,0.0,1.0,1.0,1
3400,GO:0018394,peptidyl-lysine acetylation,8,0.0,1.0,1.0,2
3401,GO:0018871,1-aminocyclopropane-1-carboxylate metabolic process,8,0.0,1.0,1.0,2
3402,GO:0018874,benzoate metabolic process,8,0.0,1.0,1.0,4
3403,GO:0018882,(+)-camphor metabolic process,8,0.0,1.0,1.0,2
3404,GO:0018898,"2,4-dichlorobenzoate metabolic process",8,0.0,1.0,1.0,1
3405,GO:0018901,"2,4-dichlorophenoxyacetic acid metabolic process",8,0.0,1.0,1.0,1
3406,GO:0018923,limonene metabolic process,8,0.0,1.0,1.0,2
3407,GO:0018924,mandelate metabolic process,8,0.0,1.0,1.0,2
3408,GO:0018934,nitrilotriacetate metabolic process,8,0.0,1.0,1.0,2
3409,GO:0018953,p-cymene metabolic process,8,0.0,1.0,1.0,1
3410,GO:0018962,3-phenylpropionate metabolic process,8,0.0,1.0,1.0,1
3411,GO:0018975,"anaerobic 2,4,6-trinitrotoluene metabolic process",8,0.0,1.0,1.0,1
3412,GO:0018980,"2,4,5-trichlorophenoxyacetic acid metabolic process",8,0.0,1.0,1.0,1
3413,GO:0019252,starch biosynthetic process,8,0.0,1.0,1.0,1
3414,GO:0019276,UDP-N-acetylgalactosamine metabolic process,8,0.0,1.0,1.0,2
3415,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",8,0.0,1.0,1.0,1
3416,GO:0019297,coenzyme B metabolic process,8,0.0,1.0,1.0,1
3417,GO:0019301,rhamnose catabolic process,8,0.0,1.0,1.0,1
3418,GO:0019309,mannose catabolic process,8,0.0,1.0,1.0,2
3419,GO:0019312,L-sorbose metabolic process,8,0.0,1.0,1.0,2
3420,GO:0019317,fucose catabolic process,8,0.0,1.0,1.0,2
3421,GO:0019349,ribitol metabolic process,8,0.0,1.0,1.0,2
3422,GO:0019362,pyridine nucleotide metabolic process,8,0.0,1.0,1.0,4
3423,GO:0019375,galactolipid biosynthetic process,8,0.0,1.0,1.0,1
3424,GO:0019387,"methanogenesis, from methanol",8,0.0,1.0,1.0,1
3425,GO:0019388,galactose catabolic process,8,0.0,1.0,1.0,4
3426,GO:0019402,galactitol metabolic process,8,0.0,1.0,1.0,2
3427,GO:0019406,hexitol biosynthetic process,8,0.0,1.0,1.0,3
3428,GO:0019407,hexitol catabolic process,8,0.0,1.0,1.0,3
3429,GO:0019471,4-hydroxyproline metabolic process,8,0.0,1.0,1.0,3
3430,GO:0019482,beta-alanine metabolic process,8,0.0,1.0,1.0,2
3431,GO:0019489,methylgallate metabolic process,8,0.0,1.0,1.0,2
3432,GO:0019511,peptidyl-proline hydroxylation,8,0.0,1.0,1.0,3
3433,GO:0019520,aldonic acid metabolic process,8,0.0,1.0,1.0,7
3434,GO:0019526,pentitol biosynthetic process,8,0.0,1.0,1.0,1
3435,GO:0019527,pentitol catabolic process,8,0.0,1.0,1.0,3
3436,GO:0019563,glycerol catabolic process,8,0.0,1.0,1.0,3
3437,GO:0019567,arabinose biosynthetic process,8,0.0,1.0,1.0,1
3438,GO:0019568,arabinose catabolic process,8,0.0,1.0,1.0,2
3439,GO:0019577,aldaric acid metabolic process,8,0.0,1.0,1.0,5
3440,GO:0019594,mannitol metabolic process,8,0.0,1.0,1.0,2
3441,GO:0019609,3-hydroxyphenylacetate metabolic process,8,0.0,1.0,1.0,1
3442,GO:0019611,4-toluenecarboxylate metabolic process,8,0.0,1.0,1.0,1
3443,GO:0019630,quinate metabolic process,8,0.0,1.0,1.0,2
3444,GO:0019632,shikimate metabolic process,8,0.0,1.0,1.0,1
3445,GO:0019638,6-hydroxycineole metabolic process,8,0.0,1.0,1.0,1
3446,GO:0019673,GDP-mannose metabolic process,8,0.0,1.0,1.0,2
3447,GO:0019686,purine nucleoside interconversion,8,0.0,1.0,1.0,1
3448,GO:0019689,pyrimidine nucleoside interconversion,8,0.0,1.0,1.0,1
3449,GO:0019731,antibacterial humoral response,8,0.0,1.0,1.0,2
3450,GO:0019742,pentacyclic triterpenoid metabolic process,8,0.0,1.0,1.0,4
3451,GO:0019744,hopanoid metabolic process,8,0.0,1.0,1.0,2
3452,GO:0019853,L-ascorbic acid biosynthetic process,8,0.0,1.0,1.0,2
3453,GO:0019856,pyrimidine nucleobase biosynthetic process,8,0.0,1.0,1.0,5
3454,GO:0019858,cytosine metabolic process,8,0.0,1.0,1.0,2
3455,GO:0019859,thymine metabolic process,8,0.0,1.0,1.0,2
3456,GO:0019860,uracil metabolic process,8,0.0,1.0,1.0,2
3457,GO:0019908,nuclear cyclin-dependent protein kinase holoenzyme complex,8,0.0,1.0,1.0,3
3458,GO:0019991,septate junction assembly,8,0.0,1.0,1.0,1
3459,GO:0021801,cerebral cortex radial glia-guided migration,8,0.0,1.0,1.0,1
3460,GO:0021825,substrate-dependent cerebral cortex tangential migration,8,0.0,1.0,1.0,2
3461,GO:0021830,interneuron migration from the subpallium to the cortex,8,0.0,1.0,1.0,1
3462,GO:0022843,voltage-gated monoatomic cation channel activity,8,0.0,1.0,1.0,3
3463,GO:0022883,zinc efflux transmembrane transporter activity,8,0.0,1.0,1.0,1
3464,GO:0030038,contractile actin filament bundle assembly,8,0.0,1.0,1.0,1
3465,GO:0030046,parallel actin filament bundle assembly,8,0.0,1.0,1.0,2
3466,GO:0030072,peptide hormone secretion,8,0.0,1.0,1.0,16
3467,GO:0030136,clathrin-coated vesicle,8,0.0,1.0,1.0,4
3468,GO:0030137,COPI-coated vesicle,8,0.0,1.0,1.0,2
3469,GO:0030141,secretory granule,8,0.0,1.0,1.0,16
3470,GO:0030194,positive regulation of blood coagulation,8,0.0,1.0,1.0,6
3471,GO:0030195,negative regulation of blood coagulation,8,0.0,1.0,1.0,6
3472,GO:0030205,dermatan sulfate metabolic process,8,0.0,1.0,1.0,2
3473,GO:0030239,myofibril assembly,8,0.0,1.0,1.0,2
3474,GO:0030243,cellulose metabolic process,8,0.0,1.0,1.0,3
3475,GO:0030300,regulation of intestinal cholesterol absorption,8,0.0,1.0,1.0,2
3476,GO:0030417,nicotianamine metabolic process,8,0.0,1.0,1.0,2
3477,GO:0030473,nuclear migration along microtubule,8,0.0,1.0,1.0,4
3478,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,8,0.0,1.0,1.0,1
3479,GO:0030514,negative regulation of BMP signaling pathway,8,0.0,1.0,1.0,2
3480,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,8,0.0,1.0,1.0,6
3481,GO:0030669,clathrin-coated endocytic vesicle membrane,8,0.0,1.0,1.0,1
3482,GO:0030808,regulation of nucleotide biosynthetic process,8,0.0,1.0,1.0,4
3483,GO:0030811,regulation of nucleotide catabolic process,8,0.0,1.0,1.0,4
3484,GO:0030832,regulation of actin filament length,8,0.0,1.0,1.0,1
3485,GO:0030888,regulation of B cell proliferation,8,0.0,1.0,1.0,2
3486,GO:0030920,peptidyl-serine acetylation,8,0.0,1.0,1.0,1
3487,GO:0030953,astral microtubule organization,8,0.0,1.0,1.0,2
3488,GO:0030979,alpha-glucan biosynthetic process,8,0.0,1.0,1.0,3
3489,GO:0031028,septation initiation signaling,8,0.0,1.0,1.0,1
3490,GO:0031029,regulation of septation initiation signaling,8,0.0,1.0,1.0,2
3491,GO:0031034,myosin filament assembly,8,0.0,1.0,1.0,2
3492,GO:0031035,myosin filament disassembly,8,0.0,1.0,1.0,1
3493,GO:0031038,myosin II filament organization,8,0.0,1.0,1.0,2
3494,GO:0031103,axon regeneration,8,0.0,1.0,1.0,4
3495,GO:0031110,regulation of microtubule polymerization or depolymerization,8,0.0,1.0,1.0,4
3496,GO:0031151,histone H3K79 methyltransferase activity,8,0.0,1.0,1.0,3
3497,GO:0031161,phosphatidylinositol catabolic process,8,0.0,1.0,1.0,2
3498,GO:0031169,ferrichrome biosynthetic process,8,0.0,1.0,1.0,1
3499,GO:0031272,regulation of pseudopodium assembly,8,0.0,1.0,1.0,2
3500,GO:0031294,lymphocyte costimulation,8,0.0,1.0,1.0,2
3501,GO:0031297,replication fork processing,8,0.0,1.0,1.0,2
3502,GO:0031383,regulation of mating projection assembly,8,0.0,1.0,1.0,3
3503,GO:0031400,negative regulation of protein modification process,8,0.0,1.0,1.0,14
3504,GO:0031401,positive regulation of protein modification process,8,0.0,1.0,1.0,13
3505,GO:0031445,regulation of heterochromatin formation,8,0.0,1.0,1.0,7
3506,GO:0031524,menthol metabolic process,8,0.0,1.0,1.0,1
3507,GO:0031620,regulation of fever generation,8,0.0,1.0,1.0,4
3508,GO:0031632,positive regulation of synaptic vesicle fusion to presynaptic active zone membrane,8,0.0,1.0,1.0,1
3509,GO:0031914,negative regulation of synaptic plasticity,8,0.0,1.0,1.0,1
3510,GO:0031915,positive regulation of synaptic plasticity,8,0.0,1.0,1.0,2
3511,GO:0031916,regulation of synaptic metaplasticity,8,0.0,1.0,1.0,2
3512,GO:0031943,regulation of glucocorticoid metabolic process,8,0.0,1.0,1.0,4
3513,GO:0032007,negative regulation of TOR signaling,8,0.0,1.0,1.0,2
3514,GO:0032008,positive regulation of TOR signaling,8,0.0,1.0,1.0,2
3515,GO:0032012,regulation of ARF protein signal transduction,8,0.0,1.0,1.0,2
3516,GO:0032048,cardiolipin metabolic process,8,0.0,1.0,1.0,2
3517,GO:0032070,regulation of deoxyribonuclease activity,8,0.0,1.0,1.0,4
3518,GO:0032074,negative regulation of nuclease activity,8,0.0,1.0,1.0,3
3519,GO:0032075,positive regulation of nuclease activity,8,0.0,1.0,1.0,3
3520,GO:0032138,single base insertion or deletion binding,8,0.0,1.0,1.0,4
3521,GO:0032139,dinucleotide insertion or deletion binding,8,0.0,1.0,1.0,1
3522,GO:0032201,telomere maintenance via semi-conservative replication,8,0.0,1.0,1.0,2
3523,GO:0032204,regulation of telomere maintenance,8,0.0,1.0,1.0,10
3524,GO:0032223,"negative regulation of synaptic transmission, cholinergic",8,0.0,1.0,1.0,1
3525,GO:0032224,"positive regulation of synaptic transmission, cholinergic",8,0.0,1.0,1.0,1
3526,GO:0032247,negative regulation of purine nucleoside transport,8,0.0,1.0,1.0,2
3527,GO:0032248,positive regulation of purine nucleoside transport,8,0.0,1.0,1.0,2
3528,GO:0032249,regulation of adenosine transport,8,0.0,1.0,1.0,2
3529,GO:0032276,regulation of gonadotropin secretion,8,0.0,1.0,1.0,4
3530,GO:0032304,negative regulation of icosanoid secretion,8,0.0,1.0,1.0,2
3531,GO:0032305,positive regulation of icosanoid secretion,8,0.0,1.0,1.0,2
3532,GO:0032306,regulation of prostaglandin secretion,8,0.0,1.0,1.0,3
3533,GO:0032335,regulation of activin secretion,8,0.0,1.0,1.0,2
3534,GO:0032338,regulation of inhibin secretion,8,0.0,1.0,1.0,2
3535,GO:0032344,regulation of aldosterone metabolic process,8,0.0,1.0,1.0,3
3536,GO:0032375,negative regulation of cholesterol transport,8,0.0,1.0,1.0,4
3537,GO:0032381,negative regulation of intracellular sterol transport,8,0.0,1.0,1.0,1
3538,GO:0032382,positive regulation of intracellular sterol transport,8,0.0,1.0,1.0,1
3539,GO:0032383,regulation of intracellular cholesterol transport,8,0.0,1.0,1.0,2
3540,GO:0032413,negative regulation of ion transmembrane transporter activity,8,0.0,1.0,1.0,7
3541,GO:0032414,positive regulation of ion transmembrane transporter activity,8,0.0,1.0,1.0,9
3542,GO:0032430,positive regulation of phospholipase A2 activity,8,0.0,1.0,1.0,1
3543,GO:0032446,protein modification by small protein conjugation,8,0.0,1.0,1.0,7
3544,GO:0032463,negative regulation of protein homooligomerization,8,0.0,1.0,1.0,1
3545,GO:0032464,positive regulation of protein homooligomerization,8,0.0,1.0,1.0,1
3546,GO:0032470,positive regulation of endoplasmic reticulum calcium ion concentration,8,0.0,1.0,1.0,1
3547,GO:0032471,negative regulation of endoplasmic reticulum calcium ion concentration,8,0.0,1.0,1.0,1
3548,GO:0032472,Golgi calcium ion transport,8,0.0,1.0,1.0,1
3549,GO:0032508,DNA duplex unwinding,8,0.0,1.0,1.0,2
3550,GO:0032510,endosome to lysosome transport via multivesicular body sorting pathway,8,0.0,1.0,1.0,1
3551,GO:0032527,protein exit from endoplasmic reticulum,8,0.0,1.0,1.0,1
3552,GO:0032531,regulation of follicle cell microvillus organization,8,0.0,1.0,1.0,1
3553,GO:0032532,regulation of microvillus length,8,0.0,1.0,1.0,3
3554,GO:0032534,regulation of microvillus assembly,8,0.0,1.0,1.0,2
3555,GO:0032594,protein transport within lipid bilayer,8,0.0,1.0,1.0,6
3556,GO:0032803,regulation of low-density lipoprotein particle receptor catabolic process,8,0.0,1.0,1.0,2
3557,GO:0032815,negative regulation of natural killer cell activation,8,0.0,1.0,1.0,2
3558,GO:0032816,positive regulation of natural killer cell activation,8,0.0,1.0,1.0,2
3559,GO:0032817,regulation of natural killer cell proliferation,8,0.0,1.0,1.0,3
3560,GO:0032847,regulation of cellular pH reduction,8,0.0,1.0,1.0,3
3561,GO:0032872,regulation of stress-activated MAPK cascade,8,0.0,1.0,1.0,3
3562,GO:0032882,regulation of chitin metabolic process,8,0.0,1.0,1.0,1
3563,GO:0032885,regulation of polysaccharide biosynthetic process,8,0.0,1.0,1.0,6
3564,GO:0032926,negative regulation of activin receptor signaling pathway,8,0.0,1.0,1.0,1
3565,GO:0032927,positive regulation of activin receptor signaling pathway,8,0.0,1.0,1.0,1
3566,GO:0032948,regulation of alpha-glucan metabolic process,8,0.0,1.0,1.0,2
3567,GO:0032950,regulation of beta-glucan metabolic process,8,0.0,1.0,1.0,4
3568,GO:0032955,regulation of division septum assembly,8,0.0,1.0,1.0,3
3569,GO:0032972,regulation of muscle filament sliding speed,8,0.0,1.0,1.0,1
3570,GO:0032978,protein insertion into membrane from inner side,8,0.0,1.0,1.0,1
3571,GO:0033046,negative regulation of sister chromatid segregation,8,0.0,1.0,1.0,1
3572,GO:0033047,regulation of mitotic sister chromatid segregation,8,0.0,1.0,1.0,4
3573,GO:0033049,clavulanic acid metabolic process,8,0.0,1.0,1.0,1
3574,GO:0033052,cyanoamino acid metabolic process,8,0.0,1.0,1.0,1
3575,GO:0033073,pinene metabolic process,8,0.0,1.0,1.0,2
3576,GO:0033077,T cell differentiation in thymus,8,0.0,1.0,1.0,3
3577,GO:0033100,NuA3 histone acetyltransferase complex,8,0.0,1.0,1.0,2
3578,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,8,0.0,1.0,1.0,4
3579,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,8,0.0,1.0,1.0,4
3580,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,8,0.0,1.0,1.0,2
3581,GO:0033157,regulation of intracellular protein transport,8,0.0,1.0,1.0,12
3582,GO:0033285,ATPase-coupled monocarboxylic acid transmembrane transporter activity,8,0.0,1.0,1.0,3
3583,GO:0033299,secretion of lysosomal enzymes,8,0.0,1.0,1.0,1
3584,GO:0033306,phytol metabolic process,8,0.0,1.0,1.0,1
3585,GO:0033319,UDP-D-xylose metabolic process,8,0.0,1.0,1.0,1
3586,GO:0033351,UDP-D-apiose metabolic process,8,0.0,1.0,1.0,1
3587,GO:0033356,UDP-L-arabinose metabolic process,8,0.0,1.0,1.0,1
3588,GO:0033369,establishment of protein localization to mast cell secretory granule,8,0.0,1.0,1.0,1
3589,GO:0033375,protease localization to T cell secretory granule,8,0.0,1.0,1.0,1
3590,GO:0033376,establishment of protein localization to T cell secretory granule,8,0.0,1.0,1.0,1
3591,GO:0033467,CMP-keto-3-deoxy-D-manno-octulosonic acid metabolic process,8,0.0,1.0,1.0,1
3592,GO:0033471,GDP-L-galactose metabolic process,8,0.0,1.0,1.0,1
3593,GO:0033478,UDP-rhamnose metabolic process,8,0.0,1.0,1.0,1
3594,GO:0033479,UDP-D-galacturonate metabolic process,8,0.0,1.0,1.0,1
3595,GO:0033494,ferulate metabolic process,8,0.0,1.0,1.0,2
3596,GO:0033496,sinapate metabolic process,8,0.0,1.0,1.0,1
3597,GO:0033536,ajugose biosynthetic process,8,0.0,1.0,1.0,2
3598,GO:0033604,negative regulation of catecholamine secretion,8,0.0,1.0,1.0,3
3599,GO:0033605,positive regulation of catecholamine secretion,8,0.0,1.0,1.0,3
3600,GO:0033609,oxalate metabolic process,8,0.0,1.0,1.0,2
3601,GO:0033652,host cell chloroplast,8,0.0,1.0,1.0,1
3602,GO:0033866,nucleoside bisphosphate biosynthetic process,8,0.0,1.0,1.0,2
3603,GO:0033869,nucleoside bisphosphate catabolic process,8,0.0,1.0,1.0,2
3604,GO:0033875,ribonucleoside bisphosphate metabolic process,8,0.0,1.0,1.0,3
3605,GO:0033892,deoxyribonuclease (pyrimidine dimer) activity,8,0.0,1.0,1.0,1
3606,GO:0033967,box C/D sno(s)RNA metabolic process,8,0.0,1.0,1.0,1
3607,GO:0033979,box H/ACA sno(s)RNA metabolic process,8,0.0,1.0,1.0,1
3608,GO:0034032,purine nucleoside bisphosphate metabolic process,8,0.0,1.0,1.0,3
3609,GO:0034077,butanediol metabolic process,8,0.0,1.0,1.0,3
3610,GO:0034091,regulation of maintenance of sister chromatid cohesion,8,0.0,1.0,1.0,4
3611,GO:0034121,regulation of toll-like receptor signaling pathway,8,0.0,1.0,1.0,5
3612,GO:0034131,regulation of toll-like receptor 1 signaling pathway,8,0.0,1.0,1.0,2
3613,GO:0034135,regulation of toll-like receptor 2 signaling pathway,8,0.0,1.0,1.0,2
3614,GO:0034143,regulation of toll-like receptor 4 signaling pathway,8,0.0,1.0,1.0,2
3615,GO:0034147,regulation of toll-like receptor 5 signaling pathway,8,0.0,1.0,1.0,2
3616,GO:0034151,regulation of toll-like receptor 6 signaling pathway,8,0.0,1.0,1.0,2
3617,GO:0034167,regulation of toll-like receptor 10 signaling pathway,8,0.0,1.0,1.0,2
3618,GO:0034215,thiamine:proton symporter activity,8,0.0,1.0,1.0,1
3619,GO:0034275,kynurenic acid metabolic process,8,0.0,1.0,1.0,1
3620,GO:0034307,regulation of ascospore formation,8,0.0,1.0,1.0,2
3621,GO:0034392,negative regulation of smooth muscle cell apoptotic process,8,0.0,1.0,1.0,1
3622,GO:0034393,positive regulation of smooth muscle cell apoptotic process,8,0.0,1.0,1.0,1
3623,GO:0034406,cell wall beta-glucan metabolic process,8,0.0,1.0,1.0,4
3624,GO:0034442,regulation of lipoprotein oxidation,8,0.0,1.0,1.0,2
3625,GO:0034501,protein localization to kinetochore,8,0.0,1.0,1.0,4
3626,GO:0034757,negative regulation of iron ion transport,8,0.0,1.0,1.0,1
3627,GO:0034758,positive regulation of iron ion transport,8,0.0,1.0,1.0,1
3628,GO:0034759,regulation of iron ion transmembrane transport,8,0.0,1.0,1.0,5
3629,GO:0035006,melanization defense response,8,0.0,1.0,1.0,1
3630,GO:0035009,negative regulation of melanization defense response,8,0.0,1.0,1.0,1
3631,GO:0035020,regulation of Rac protein signal transduction,8,0.0,1.0,1.0,2
3632,GO:0035023,regulation of Rho protein signal transduction,8,0.0,1.0,1.0,3
3633,GO:0035082,axoneme assembly,8,0.0,1.0,1.0,1
3634,GO:0035305,negative regulation of dephosphorylation,8,0.0,1.0,1.0,1
3635,GO:0035306,positive regulation of dephosphorylation,8,0.0,1.0,1.0,1
3636,GO:0035312,5'-3' DNA exonuclease activity,8,0.0,1.0,1.0,3
3637,GO:0035337,fatty-acyl-CoA metabolic process,8,0.0,1.0,1.0,10
3638,GO:0035341,regulation of inosine transport,8,0.0,1.0,1.0,2
3639,GO:0035350,FAD transmembrane transport,8,0.0,1.0,1.0,1
3640,GO:0035372,protein localization to microtubule,8,0.0,1.0,1.0,3
3641,GO:0035397,helper T cell enhancement of adaptive immune response,8,0.0,1.0,1.0,2
3642,GO:0035429,gluconate transmembrane transport,8,0.0,1.0,1.0,1
3643,GO:0035433,acetate transmembrane transport,8,0.0,1.0,1.0,1
3644,GO:0035581,sequestering of extracellular ligand from receptor,8,0.0,1.0,1.0,5
3645,GO:0035608,protein deglutamylation,8,0.0,1.0,1.0,3
3646,GO:0035672,oligopeptide transmembrane transport,8,0.0,1.0,1.0,7
3647,GO:0035685,helper T cell diapedesis,8,0.0,1.0,1.0,1
3648,GO:0035725,sodium ion transmembrane transport,8,0.0,1.0,1.0,2
3649,GO:0035739,"CD4-positive, alpha-beta T cell proliferation",8,0.0,1.0,1.0,1
3650,GO:0035740,"CD8-positive, alpha-beta T cell proliferation",8,0.0,1.0,1.0,1
3651,GO:0035747,natural killer cell chemotaxis,8,0.0,1.0,1.0,1
3652,GO:0035751,regulation of lysosomal lumen pH,8,0.0,1.0,1.0,2
3653,GO:0035754,B cell chemotaxis,8,0.0,1.0,1.0,1
3654,GO:0035794,positive regulation of mitochondrial membrane permeability,8,0.0,1.0,1.0,2
3655,GO:0035795,negative regulation of mitochondrial membrane permeability,8,0.0,1.0,1.0,2
3656,GO:0035814,negative regulation of renal sodium excretion,8,0.0,1.0,1.0,1
3657,GO:0035815,positive regulation of renal sodium excretion,8,0.0,1.0,1.0,1
3658,GO:0035825,homologous recombination,8,0.0,1.0,1.0,2
3659,GO:0035837,ergot alkaloid biosynthetic process,8,0.0,1.0,1.0,2
3660,GO:0035860,glial cell-derived neurotrophic factor receptor signaling pathway,8,0.0,1.0,1.0,2
3661,GO:0035873,lactate transmembrane transport,8,0.0,1.0,1.0,1
3662,GO:0035892,perturbation of platelet aggregation in another organism,8,0.0,1.0,1.0,2
3663,GO:0035927,RNA import into mitochondrion,8,0.0,1.0,1.0,2
3664,GO:0036032,neural crest cell delamination,8,0.0,1.0,1.0,1
3665,GO:0036041,long-chain fatty acid binding,8,0.0,1.0,1.0,8
3666,GO:0036103,Kdo2-lipid A metabolic process,8,0.0,1.0,1.0,1
3667,GO:0036290,protein trans-autophosphorylation,8,0.0,1.0,1.0,1
3668,GO:0036297,interstrand cross-link repair,8,0.0,1.0,1.0,2
3669,GO:0036300,B cell receptor internalization,8,0.0,1.0,1.0,1
3670,GO:0036394,amylase secretion,8,0.0,1.0,1.0,1
3671,GO:0036409,histone H3-K14 acetyltransferase complex,8,0.0,1.0,1.0,1
3672,GO:0036480,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,8,0.0,1.0,1.0,1
3673,GO:0036481,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,8,0.0,1.0,1.0,1
3674,GO:0036503,ERAD pathway,8,0.0,1.0,1.0,1
3675,GO:0036508,"protein alpha-1,2-demannosylation",8,0.0,1.0,1.0,3
3676,GO:0038009,regulation of signal transduction by receptor internalization,8,0.0,1.0,1.0,2
3677,GO:0038016,insulin receptor internalization,8,0.0,1.0,1.0,2
3678,GO:0038084,vascular endothelial growth factor signaling pathway,8,0.0,1.0,1.0,3
3679,GO:0038094,Fc-gamma receptor signaling pathway,8,0.0,1.0,1.0,1
3680,GO:0038095,Fc-epsilon receptor signaling pathway,8,0.0,1.0,1.0,1
3681,GO:0038115,chemokine (C-C motif) ligand 19 signaling pathway,8,0.0,1.0,1.0,1
3682,GO:0038116,chemokine (C-C motif) ligand 21 signaling pathway,8,0.0,1.0,1.0,1
3683,GO:0038118,C-C chemokine receptor CCR7 signaling pathway,8,0.0,1.0,1.0,2
3684,GO:0038127,ERBB signaling pathway,8,0.0,1.0,1.0,4
3685,GO:0038146,chemokine (C-X-C motif) ligand 12 signaling pathway,8,0.0,1.0,1.0,1
3686,GO:0038148,chemokine (C-C motif) ligand 2 signaling pathway,8,0.0,1.0,1.0,2
3687,GO:0038150,C-C chemokine receptor CCR2 signaling pathway,8,0.0,1.0,1.0,1
3688,GO:0038152,C-C chemokine receptor CCR4 signaling pathway,8,0.0,1.0,1.0,1
3689,GO:0038159,C-X-C chemokine receptor CXCR4 signaling pathway,8,0.0,1.0,1.0,1
3690,GO:0039008,pronephric nephron tubule morphogenesis,8,0.0,1.0,1.0,2
3691,GO:0039020,pronephric nephron tubule development,8,0.0,1.0,1.0,2
3692,GO:0039514,symbiont-mediated suppression of host JAK-STAT cascade,8,0.0,1.0,1.0,4
